"vaalipiiri"	"kunta"	"sukunimi"	"etunimi"	"ammatti"	"puolue_lyh"	"puolue"	"rahoitus_kaikki"	"kulut_kaikki"	"omat_varat"	"lainat"	"yksityinen_tuki"	"yritys_tuki"	"puolue_tuki"	"puolueyhdistys_tuki"	"muu_tuki"	"valitetty_tuki"
"Keski-Suomen vaalipiiri"	"Kivijärvi"	"Kalmari"	"Anne Inkeri"	"kansanedustaja, maa- ja metsätalousyrittäjä"	"KESK"	"Suomen Keskusta r.p."	29500	29500	14500	0	10000	4000	0	0	1000	0
"Keski-Suomen vaalipiiri"	"Muurame"	"Takala"	"Aino Pauliina"	"vanhusten palvelutalon johtaja, yhteiskuntatieteiden maister"	"KESK"	"Suomen Keskusta r.p."	10000	10000	4500	0	1000	3700	0	800	0	0
"Keski-Suomen vaalipiiri"	"Uurainen"	"Kankaanniemi"	"Toimi Olavi"	"kansanedustaja"	"KD"	"Suomen Kristillisdemokraatit (KD)"	17000	17000	14480	0	200	0	0	1800	0	520
"Keski-Suomen vaalipiiri"	"Laukaa"	"Kautto"	"Katariina"	"filosofian ylioppilas"	"VAS"	"Vasemmistoliitto r.p."	2650	2650	0	0	150	0	0	2500	0	0
"Keski-Suomen vaalipiiri"	"Jyväskylä"	"Kuhmonen"	"Johannes Ilari"	"opiskelija (amk)"	"VAS"	"Vasemmistoliitto r.p."	2330	2330	0	0	1130	0	0	0	1200	0
"Keski-Suomen vaalipiiri"	"Jyväskylä"	"Makkonen"	"Marja Leena"	"toimistosihteeri, eläkeläinen"	"VAS"	"Vasemmistoliitto r.p."	2877	1448	1450	0	927	0	500	0	0	0
"Keski-Suomen vaalipiiri"	"Jyväskylä"	"Minkkinen"	"Katja Maarit"	"tradenomi, isännöitsijä"	"VAS"	"Vasemmistoliitto r.p."	0	10000	7700	0	400	0	0	0	1900	0
"Keski-Suomen vaalipiiri"	"Jämsä"	"Riihinen"	"Pertti Eelis"	"prosessimies, hydrauliikka-asentaja"	"VAS"	"Vasemmistoliitto r.p."	6400	9000	2600	0	100	0	0	6200	0	0
"Keski-Suomen vaalipiiri"	"Jyväskylä"	"Ritanen"	"Jarmo Antero"	"opettaja, historian- ja yhteiskuntaopin lehtori"	"VAS"	"Vasemmistoliitto r.p."	8500	8500	500	0	690	0	0	650	6660	0
"Keski-Suomen vaalipiiri"	"Jyväskylä"	"Toivanen"	"Tero Tapio"	"opettaja, tutkija"	"VAS"	"Vasemmistoliitto r.p."	1300	1300	500	0	800	0	0	0	0	0
"Keski-Suomen vaalipiiri"	"Jyväskylä"	"Aalto"	"Touko Juhani"	"opiskelija, yhteiskuntatieteiden kandidaatti"	"VIHR"	"Vihreä liitto r.p."	8000	9000	5000	0	3000	0	0	1000	0	0
"Keski-Suomen vaalipiiri"	"Jämsä"	"Äikäs"	"Mari Eeva Erika"	"opettaja, yhteiskuntatieteiden maisteri"	"VIHR"	"Vihreä liitto r.p."	1500	1500	800	0	500	0	0	500	0	0
"Keski-Suomen vaalipiiri"	"Jyväskylä"	"Fandi"	"Maia Ilona"	"sosiaalityöntekijä, yhteiskuntatieteiden maisteri"	"VIHR"	"Vihreä liitto r.p."	1920	1920	150	0	1150	0	0	220	400	0
"Keski-Suomen vaalipiiri"	"Jyväskylä"	"Hannonen"	"Rauha Paloma"	"eduskunta-avustaja, luonnontieteiden kandidaatti"	"VIHR"	"Vihreä liitto r.p."	6333	6333	2700	0	2633	0	0	1000	0	0
"Keski-Suomen vaalipiiri"	"Petäjävesi"	"Hirsiaho"	"Nina Birgitta"	"psykologian maisteri, tutkija"	"VIHR"	"Vihreä liitto r.p."	1696	1696	755	0	25	200	0	520	195	0
"Keski-Suomen vaalipiiri"	"Jyväskylä"	"Holmberg"	"Nico MIkael"	"sosiaaliohjaaja, potilaskuljettaja"	"VIHR"	"Vihreä liitto r.p."	3000	3000	2900	0	50	0	0	0	50	0
"Keski-Suomen vaalipiiri"	"Laukaa"	"Jäntti"	"Ari Juhani"	"biologi, filosofian tohtori"	"VIHR"	"Vihreä liitto r.p."	500	500	100	0	400	0	0	0	0	0
"Keski-Suomen vaalipiiri"	"Jyväskylä"	"Kilpala"	"Minna Kaarina"	"projektipäällikkö, filosofian maisteri"	"VIHR"	"Vihreä liitto r.p."	2077	2077	1177	0	900	0	0	0	0	0
"Keski-Suomen vaalipiiri"	"Jyväskylä"	"Lumela"	"Meri Johanna"	"rehtori, kasvatustieteen maisteri"	"VIHR"	"Vihreä liitto r.p."	4800	4800	4280	0	300	0	0	220	0	0
"Keski-Suomen vaalipiiri"	"Jyväskylä"	"Mäkinen"	"Tuija Kristiina"	"koulukuraattori, yhteiskuntatieteiden maisteri"	"VIHR"	"Vihreä liitto r.p."	5070	5070	750	4000	100	0	0	220	0	0
"Keski-Suomen vaalipiiri"	"Laukaa"	"Sillanpää"	"Elina"	"tutkija, liikuntatieteiden tohtori"	"VIHR"	"Vihreä liitto r.p."	5500	5500	2600	0	2700	0	0	0	200	0
"Keski-Suomen vaalipiiri"	"Jyväskylä"	"Simanainen"	"Niina Johanna"	"amanuenssi, yhteiskuntatieteiden maisteri"	"VIHR"	"Vihreä liitto r.p."	1520	1520	736	0	564	0	0	220	0	0
"Keski-Suomen vaalipiiri"	"Äänekoski"	"Tiitinen"	"Kalevi Johannes"	"toimittaja, yrittäjä"	"VIHR"	"Vihreä liitto r.p."	2500	2500	1000	0	0	0	0	1500	0	0
"Keski-Suomen vaalipiiri"	"Vantaa"	"Vauhkonen"	"Jouni Tapio"	"poliittinen sihteeri, yhteiskuntatieteiden tohtori"	"VIHR"	"Vihreä liitto r.p."	10000	10000	7500	0	1800	750	0	0	0	0
