kunta,ammatti,muu_tuki,lainat,etunimi,omat_varat,kulut_kaikki,yritys_tuki,puolue_lyh,rahoitus_kaikki,valitetty_tuki,puolueyhdistys_tuki,puolue,vaalipiiri,sukunimi,yksityinen_tuki,puolue_tuki
Kokkola,ahtaaja,4000,0,Vesa-Pekka,500,7000,0,VAS,7000,0,2000,Vasemmistoliitto r.p.,Vaasan vaalipiiri,Pohjola,500,0
Laihia,"merkonomi, yrittäjä",2000,0,Raimo Olavi,300,2500,0,VAS,2500,0,0,Vasemmistoliitto r.p.,Vaasan vaalipiiri,Kinnari,200,0
Vaasa,rakennusinsinööri,0,0,Juha,425,550,0,VIHR,550,0,125,Vihreä liitto r.p.,Vaasan vaalipiiri,Ossi,0,0
Vaasa,"yhteisöpedagogi, nuoriso-ohjaaja",0,0,Outi,261,1161,0,VIHR,1161,0,175,Vihreä liitto r.p.,Vaasan vaalipiiri,Pantsar,725,0
Jalasjärvi,lähihoitaja,0,0,Satu Sinikka,0,2330,0,VAS,2330,1500,600,Vasemmistoliitto r.p.,Vaasan vaalipiiri,Niemi,230,0
Vaasa,"kansanedustaja, insinööri",15320,0,Miapetra Susanna,14240,40000,6840,SDP,40000,300,1000,Suomen Sosialidemokraattinen Puolue,Vaasan vaalipiiri,Kumpula-Natri,2300,0
Kuortane,hitsaaja,4000,0,Ulla Maija,1000,5000,0,VAS,0,0,0,Vasemmistoliitto r.p.,Vaasan vaalipiiri,Rauhala,0,0
Vaasa,"opiskelija, oikeust. yo",3100,0,Matias Mikael,100,3500,0,SDP,3500,0,0,Suomen Sosialidemokraattinen Puolue,Vaasan vaalipiiri,Mäkynen,300,0
Kokkola,"kansanedustaja, opettaja",0,0,Jutta Pauliina,10000,30000,0,SDP,0,0,0,Suomen Sosialidemokraattinen Puolue,Vaasan vaalipiiri,Urpilainen,0,20000
Vaasa,valtiot. maisteri,0,0,Liisa Marjatta Ilona,7200,12000,2000,SDP,12000,0,2800,Suomen Sosialidemokraattinen Puolue,Vaasan vaalipiiri,Vehkaoja,0,0
Pedersören kunta,"jordbrukare, riksdagsledamot",7000,0,Mats Johan,0,27000,5000,RKP,27000,12000,1000,Suomen ruotsalainen kansanpuolue r.p.,Vaasan vaalipiiri,Nylund,1000,1000
Kurikka,"europarlamentaarikon avustaja, puolueen 3. varapuheenjohtaja",0,0,Vesa-Matti,7900,16500,3500,PS,16500,0,600,Perussuomalaiset r.p.,Vaasan vaalipiiri,Saarakkala,4500,0
Veteli,"toimittaja, FM",1000,0,Vuokko Maria,4431,12281,4300,PS,12281,0,1350,Perussuomalaiset r.p.,Vaasan vaalipiiri,Lahti,1200,0
Vaasa,runoilija,0,0,Jussi Jaakko Kasperi,0,0,0,PIR,0,0,0,Piraattipuolue r.p.,Vaasan vaalipiiri,Koiranen,0,0
Vaasa,opiskelija,0,0,Henrik Mikael,0,0,0,PIR,0,0,0,Piraattipuolue r.p.,Vaasan vaalipiiri,Sandberg,0,0
Vaasa,opiskelija,0,0,Olli Vili Johannes,300,300,0,PIR,300,0,0,Piraattipuolue r.p.,Vaasan vaalipiiri,Kopakkala,0,0
Lapua,"kaupunginjohtaja, kaupunkineuvos",0,0,Paavo Sakari,10000,38000,18500,KESK,38000,0,6000,Suomen Keskusta r.p.,Vaasan vaalipiiri,Latva-Rasku,3500,0
Pöytyä,kuorma-autonkuljettaja,0,300,Angélica Elizabeth Elleonor Cl,150,800,0,VP,550,0,0,Vapauspuolue (VP) - Suomen tulevaisuus r.p.,Varsinais-Suomen vaalipiiri,Skywolf,200,0
Salo,"DI, innovaatiopäällikkö",0,0,Otso,8500,8500,0,VIHR,8500,0,0,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Ylönen,0,0
Salo,konsultti,0,0,Kalevi Albert,2000,2000,0,VP,0,0,0,Vapauspuolue (VP) - Suomen tulevaisuus r.p.,Varsinais-Suomen vaalipiiri,Satopää,0,0
Paimio,"yrittäjä, FT",0,0,Saska,6500,8400,700,VIHR,8400,0,700,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Tuomasjukka,500,0
Turku,"fil. yo., kestävän kehityksen opiskelija (amk)",0,0,Ville-Veikko,300,2265,0,VIHR,2526,0,0,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Mastomäki,2226,0
Turku,"VTM, tutkija",0,0,Elina,8000,12400,0,VIHR,12400,0,400,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Rantanen,4000,0
Turku,"biotekniikan insinööri, LuK",0,0,Heikki,500,2700,200,VIHR,2700,0,300,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Hölttä,1710,0
Turku,"toimitusjohtaja, yrittäjä",0,0,Martti,1140,3850,1860,VIHR,3850,0,350,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Wallasvaara,500,0
Turku,"fil. yo., koulutuspoliittinen sihteeri",0,0,Jukka,2680,5080,0,VIHR,5080,0,150,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Vornanen,2250,0
Rusko,"socialpolitisk sekreterare, museo-opas",0,0,Monika,6000,12000,0,VIHR,12000,0,900,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Antikainen,5100,0
Turku,"kansanedustaja, riksdagsledamot",250,0,Ville,17730,19980,0,VIHR,19980,0,0,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Niinistö,2000,0
Turku,"kirjailija, kirjoittajakouluttaja",0,0,Niina,5065,8380,245,VIHR,8380,0,0,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Repo-Kouki,3070,0
Loimaa,"maatalousyrittäjä, luomuviljelijä",0,0,Teppo,3150,5000,500,VIHR,5000,0,500,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Heikkilä,700,0
Turku,"tulkki, kääntäjä",500,0,Roda,2180,3000,0,VIHR,3000,0,0,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Hassan,320,0
Turku,"oikeustieteen ylioppilas, juridikstuderande",0,0,Saara,3000,7130,0,VIHR,7130,0,1000,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Ilvessalo,3130,0
Kaarina,"FM, ympäristöasiantuntija",0,0,Mari,5600,12000,750,VIHR,12000,0,1245,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Saario,4405,0
Turku,"ylihoitaja, perheterapeutti",0,0,Anita,0,0,658,VIHR,0,0,420,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Birstolin,0,0
Salo,"kulttuurituottaja (yamk), projektipäällikkö",500,0,Anu,2200,3500,0,VIHR,3500,0,0,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Taivainen,800,0
Turku,"FM, suomen kielen ja viestinnän lehtori",0,0,Riitta,7000,9000,0,VIHR,9000,0,0,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Koskimies,2000,0
Loimaa,lähihoitaja,2500,0,Anni Eveliina,500,9000,0,VAS,9000,0,4600,Vasemmistoliitto r.p.,Varsinais-Suomen vaalipiiri,Mäkilä,1000,400
Turku,"valt.kand., opiskelija, pol.kand., studerande",3720,0,Li Sigrid,0,7554,0,VAS,7600,0,300,Vasemmistoliitto r.p.,Varsinais-Suomen vaalipiiri,Andersson,2230,1350
Turku,"kääntäjä, opiskelija",0,0,Sari Annika,40,50,0,VAS,50,0,0,Vasemmistoliitto r.p.,Varsinais-Suomen vaalipiiri,Karvonen,10,0
Uusikaupunki,postityöntekijä,700,0,Sanna-Mari Anneli,100,1600,0,VAS,1600,0,300,Vasemmistoliitto r.p.,Varsinais-Suomen vaalipiiri,Lovén,0,500
Turku,opiskelija,3142,0,Elias Antti Samuli,1493,5002,0,VAS,5002,0,0,Vasemmistoliitto r.p.,Varsinais-Suomen vaalipiiri,Laitinen,367,0
Turku,"kansanedustaja, varatuomari",3300,7000,Annika Anita,0,15000,1000,VAS,15000,0,2100,Vasemmistoliitto r.p.,Varsinais-Suomen vaalipiiri,Lapintie,1600,0
Turku,emäntä,1300,0,Mirka Maria,1000,6600,1000,VAS,6600,0,800,Vasemmistoliitto r.p.,Varsinais-Suomen vaalipiiri,Muukkonen,2000,500
Turku,"valtiotieteen maisteri, kuntoutusohjaaja",0,0,Pirjo Inkeri,6000,6350,0,VAS,6350,0,280,Vasemmistoliitto r.p.,Varsinais-Suomen vaalipiiri,Rinne,80,0
Mynämäki,pääluottamusmies,8540,0,Jari Juhani,0,3773,0,VAS,0,3500,0,Vasemmistoliitto r.p.,Varsinais-Suomen vaalipiiri,Aalto,0,0
Turku,työmies,1120,0,Jari Juhani,7020,9000,0,VAS,9000,0,480,Vasemmistoliitto r.p.,Varsinais-Suomen vaalipiiri,Suominen,380,0
Turku,"työvalmentaja, puuseppä",800,0,Teea Johanna,50,850,0,SKP,850,0,0,Suomen Kommunistinen Puolue,Varsinais-Suomen vaalipiiri,Jäske,0,0
Turku,"kansanedustaja, teologian tohtori",600,0,Ilkka Tapani,8270,19144,0,SDP,19710,0,10600,Suomen Sosialidemokraattinen Puolue,Varsinais-Suomen vaalipiiri,Kantola,240,0
Turku,"VTM, kv-koordinaattori",2350,0,Piia Hannele,5000,14070,1000,SDP,14500,0,2700,Suomen Sosialidemokraattinen Puolue,Varsinais-Suomen vaalipiiri,Elo,4200,0
Raisio,erikoissairaanhoitaja,0,0,Satu-Maarit,0,1000,0,SDP,1000,0,1000,Suomen Sosialidemokraattinen Puolue,Varsinais-Suomen vaalipiiri,Hildén,0,0
Turku,"ekonomie studerande, kauppatieteiden opiskelija",0,0,Niklas Jan Anders,0,1040,0,RKP,1040,0,0,Suomen ruotsalainen kansanpuolue r.p.,Varsinais-Suomen vaalipiiri,Mannfolk,40,1000
Uusikaupunki,opiskelija,0,0,Veijo Samuli,700,750,0,PS,750,0,0,Perussuomalaiset r.p.,Varsinais-Suomen vaalipiiri,Nummi,50,0
Turku,palomies,0,0,Erkki Veikko Juhani,2000,0,0,PS,2000,0,0,Perussuomalaiset r.p.,Varsinais-Suomen vaalipiiri,Koskinen,0,0
Nousiainen,kasvatustieteiden maisteri,0,0,Ilpo Mikael,19000,19250,250,PS,19250,0,0,Perussuomalaiset r.p.,Varsinais-Suomen vaalipiiri,Haalisto,0,0
Salo,yrittäjä,0,0,Sanna Maria,2000,2000,0,PS,2000,0,0,Perussuomalaiset r.p.,Varsinais-Suomen vaalipiiri,Leivonen,0,0
Turku,"sähköasentaja, luottamusmies",0,0,Antti Kullervo,1500,1500,0,PS,1500,0,0,Perussuomalaiset r.p.,Varsinais-Suomen vaalipiiri,Hautamäki,0,0
Turku,"insinööriopiskelija (amk), automaatioasentaja",0,0,Jukka Tapio,280,350,0,PIR,70,0,0,Piraattipuolue r.p.,Varsinais-Suomen vaalipiiri,Tuohimetsä,70,0
Kaarina,"valtiotieteen maisteri, politices magister",6000,0,Mikael Sebastian,1000,14600,200,SDP,14600,6000,900,Suomen Sosialidemokraattinen Puolue,Varsinais-Suomen vaalipiiri,Hiltunen,500,0
Turku,atk-suunnittelija,0,0,Maria Birgitta,0,0,0,PIR,0,0,0,Piraattipuolue r.p.,Varsinais-Suomen vaalipiiri,Pinjanainen,0,0
Turku,datanomi,0,0,Janne Asko Tapani,750,750,0,PIR,750,0,0,Piraattipuolue r.p.,Varsinais-Suomen vaalipiiri,Karvinen,0,0
Turku,"opiskelija, LuK",0,0,Jetro Joonatan,100,150,0,PIR,150,0,0,Piraattipuolue r.p.,Varsinais-Suomen vaalipiiri,Vesti,50,0
Turku,"levyseppä, ylioppilas",0,0,Matias Rafael Johannes,0,0,0,PIR,0,0,0,Piraattipuolue r.p.,Varsinais-Suomen vaalipiiri,Pajulahti,0,0
Salo,yrittäjä,0,0,Petri Kalevi,500,500,0,PIR,0,0,0,Piraattipuolue r.p.,Varsinais-Suomen vaalipiiri,Lagus,0,0
Turku,opiskelija,0,0,Tuomas Mikael,200,200,0,PIR,200,0,0,Piraattipuolue r.p.,Varsinais-Suomen vaalipiiri,Ruuhijärvi,0,0
Tarvasjoki,toimitusjohtaja,0,0,Raimo Heikki Ari,1425,1425,0,M11,1425,0,0,Muutos 2011 r.p.,Varsinais-Suomen vaalipiiri,Leppänen,0,0
Kaarina,"pääsihteeri, toimitusjohtaja",0,0,Oskar Kimmo Mikael,4000,11000,2150,KOK,11000,0,300,Kansallinen Kokoomus r.p.,Varsinais-Suomen vaalipiiri,Hollmén,4550,0
Turku,alkoholiylitarkastaja,0,0,Heikki Kalevi,2000,5000,0,KESK,5000,0,0,Suomen Keskusta r.p.,Varsinais-Suomen vaalipiiri,Mäki,2000,1000
Paimio,kirkkoherra,440,0,Jouni Juhani,6030,11580,1685,KESK,11580,0,1500,Suomen Keskusta r.p.,Varsinais-Suomen vaalipiiri,Lehikoinen,925,1000
Kemiönsaari,"opiskelija, luonnontieteiden kandidaatti",0,0,Kati Marjaana,400,5500,0,KESK,5500,0,3600,Suomen Keskusta r.p.,Varsinais-Suomen vaalipiiri,Hoikkala,500,1000
Turku,valtiotieteiden kandidaatti,0,0,Matias Eero Juhani,0,0,0,KESK,6000,0,2400,Suomen Keskusta r.p.,Varsinais-Suomen vaalipiiri,Ollila,2600,1000
Turku,"vanhuskeskuksen johtaja, sairaanhoitaja",0,0,Riitta Kaarina,9244,10944,0,KESK,0,0,700,Suomen Keskusta r.p.,Varsinais-Suomen vaalipiiri,Karjalainen,0,1000
Salo,diplomi-insinööri,0,0,Andi Anderson Mawazo,12000,14000,0,KESK,14000,0,0,Suomen Keskusta r.p.,Varsinais-Suomen vaalipiiri,Mwegerano,2000,0
Varkaus,"koneasentaja, varapääluottamusmies",4450,0,Timo Paavo Johannes,1757,10192,0,SDP,10192,600,450,Suomen Sosialidemokraattinen Puolue,Pohjois-Savon vaalipiiri,Suhonen,1948,0
Varkaus,"rakennusmies, luottamusmies",6800,0,Veli Matti,3000,0,0,VAS,13900,0,2000,Vasemmistoliitto r.p.,Pohjois-Savon vaalipiiri,Semi,600,1500
Lapinlahti,toimittaja,0,0,Pia Riitta Maria,600,1000,400,VAS,0,0,0,Vasemmistoliitto r.p.,Pohjois-Savon vaalipiiri,Valkonen,0,0
Kuopio,"rehtori, eläkkeellä",0,0,Erkki Tapio,2400,3500,0,KOK,3500,0,1100,Kansallinen Kokoomus r.p.,Pohjois-Savon vaalipiiri,Kukkonen,0,0
